take a hop	VB	1	01892104	spring back; spring away from an impact; "The rubber ball bounced"; "These particles do not resile but they unite after they collide"
shyness	NN	1	07523180	a feeling of fear of embarrassment
wall up	VB	1	01389942	enclose with a wall
psilotatae	NN	1	13215936	whisk ferns; comprising the family Psilotaceae or Psilotatae: vascular plants with no roots, partial if any leaf differentiation, and rudimentary spore sacs
overcasting	NN	1	03863442	a long whipstitch or overhand stitch overlying an edge to prevent raveling
solenidae	NN	1	01958790	razor clams
solution	NN	1	14589223	a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution; "he used a solution of peroxide and water"
shanty	NN	1	03547054	small crude shelter used as a dwelling
protropin	NN	1	05412912	trade name of a synthetic human growth hormone given to children deficient in the hormone; use by athletes and weightlifters is banned
posting	NN	1	06793426	a sign posted in a public place as an advertisement; "a poster advertised the coming attractions"
legation	NN	1	00594260	the post or office of legate
glumness	NN	1	14525365	an atmosphere of depression and melancholy; "gloom pervaded the office"
lespedeza	NN	1	12542910	shrubby or herbaceous plants widely used for forage, soil improvement, and especially hay in southern United States
time out	NN	1	01062997	a pause from doing something (as work); "we took a 10-minute break"; "he took time out to recuperate"
chameleon	NN	1	09906449	a changeable or inconstant person
poncirus	NN	1	12714114	one species: trifoliate orange
backup	NN	1	13437181	an accumulation caused by clogging or a stoppage; "a traffic backup on the main street"; "he discovered a backup in the toilet"
takeover attempt	NN	1	00790205	an attempt to take control of a corporation
menstruum	NN	1	14950300	(archaic) a solvent
aleutians	NN	1	08835675	an archipelago in the North Pacific extending southwest from Alaska
motorist	NN	1	10334101	someone who drives (or travels in) an automobile
vertical flute	NN	1	03343354	a tubular wind instrument with 8 finger holes and a fipple mouthpiece
object-oriented programming language	NN	1	06900684	(computer science) a programming language that enables the programmer to associate a set of procedures with each type of data structure; "C++ is an object-oriented programming language that is an extension of C"
spiral	NN	1	13876371	a plane curve traced by a point circling about the center but at increasing distances from the center
hhs	NN	1	08133536	the United States federal department that administers all federal programs dealing with health and welfare; created in 1979
talpidae	NN	1	01889328	moles
capital of gambia	NN	1	08946042	a port city and capital of Gambia
order hemiptera	NN	1	02236495	plant bugs; bedbugs; some true bugs; also includes suborders Heteroptera (true bugs) and Homoptera (e.g., aphids, plant lice and cicadas)
genus decapterus	NN	1	02581289	scads especially mackerel scad; cosmopolitan in distribution
plastering	NN	1	00718815	the application of plaster
swearword	NN	1	07125096	profane or obscene expression usually of surprise or anger; "expletives were deleted"
ironmongery	NN	1	03586631	the merchandise that is sold in an ironmonger's shop
miltown	NN	1	03747746	a sedative and tranquilizer (trade name Miltown and Equanil and Meprin) used to treat muscle tension and anxiety
educational institution	NN	1	08276342	an institution dedicated to education
ophisaurus	NN	1	01690339	glass lizards
three-day event	NN	1	07461050	an equestrian competition; the first day is dressage; the second is cross-country jumping; the third is stadium jumping
frightfulness	NN	1	04782466	the quality of being frightful
tuberculosis	NN	1	14143415	infection transmitted by inhalation or ingestion of tubercle bacilli and manifested in fever and small lesions (usually in the lungs but in various other parts of the body in acute stages)
family cercidiphyllaceae	NN	1	11702428	one genus
methacholine	NN	1	03753826	parasympathomimetic drug (trademark Mecholyl) that stimulates secretions and smooth muscle activity
malt	VB	1	00186001	treat with malt or malt extract; "malt beer"
ohio river	NN	1	09377315	a river that is formed in western Pennsylvania and flows westward to become a tributary of the Mississippi River
pterocarpus indicus	NN	1	12565368	tree native to southeastern Asia having reddish wood with a mottled or striped black grain
perfectionist	NN	1	10415230	a person who is displeased by anything that does not meet very high standards
unclean	JJ	1	00419289	soiled or likely to soil with dirt or grime; "dirty unswept sidewalks"; "a child in dirty overalls"; "dirty slums"; "piles of dirty dishes"; "put his dirty feet on the clean sheet"; "wore an unclean shirt"; "mining is a dirty job"; "Cinderella did the dirty work while her sisters preened themselves"
drinking water	NN	1	07936263	water suitable for drinking
maja squinado	NN	1	01982068	a large spider crab of Europe
electronic bulletin board	NN	1	02916684	a computer that is running software that allows users to leave messages and access information of general interest
mow	VB	1	01319562	cut with a blade or mower; "mow the grass"
genus acinos	NN	1	12839409	plants closely allied to the genera Satureja and Calamintha
hawaiian	NN	1	06938493	the Oceanic languages spoken on Hawaii
wastewater	NN	1	14857021	water mixed with waste matter
conventionalization	NN	1	01159964	the act of conventionalizing; conforming to a conventional style
editorship	NN	1	00592102	the position of editor
gp	NN	1	10126009	a physician who is not a specialist but treats all illnesses
bottle tree	NN	1	12196129	an Australian tree of the genus Brachychiton
frugalness	NN	1	04893358	prudence in avoiding waste
wisdom of jesus the son of sirach	NN	1	06460295	an Apocryphal book mainly of maxims (resembling Proverbs in that respect)
sky	NN	1	09436708	the atmosphere and outer space as viewed from the earth
genus hydrangea	NN	1	12787846	type genus of Hydrangeaceae; large genus of shrubs and some trees and vines with white or pink or blue flower clusters; sometimes placed in family Saxifragaceae
misfit	NN	1	10322238	someone unable to adapt to their circumstances
masse shot	NN	1	00500669	a shot in billiards made by hitting the cue ball with the cue held nearly vertically; the cue ball spins around another ball before hitting the object ball
post office	NN	1	08145553	a local branch where postal services are available"
nucleoplasm	NN	1	05434784	the protoplasm that constitutes the nucleus of a cell
woolly daisy	NN	1	11924014	tiny grey woolly tufted annual with small golden-yellow flower heads; southeastern California to northwestern Arizona and southwestern Utah; sometimes placed in genus Eriophyllum
genus elephas	NN	1	02503868	type genus of the family Elephantidae
mediterranean fruit fly	NN	1	02197185	small black-and-white fly that damages citrus and other fruits by implanting eggs that hatch inside the fruit
order blastocladiales	NN	1	12978381	fungi that carry out asexual reproduction by thick-walled resting spores that produce zoospores upon germination; sometimes placed in class Oomycetes
picture card	NN	1	03314028	one of the twelve cards in a deck bearing a picture of a face
workwear	NN	1	04603872	heavy-duty clothes for manual or physical work
privilege	VB	1	02453692	bestow a privilege upon
genus arenaria	NN	1	11805837	sandworts
shutting	NN	1	00344040	the act of closing something
appetizingness	NN	1	04995531	the property of stimulating the appetite
telephone wire	NN	1	04402984	the wire that carries telegraph and telephone signals
paleacrita	NN	1	02287204	geometrid moths
merriness	NN	1	04649051	the trait of merry joking
water shrew	NN	1	01892551	any of several small semiaquatic shrews usually living near swift-flowing streams
conquistador	NN	1	09956780	an adventurer (especially one who led the Spanish conquest of Mexico and Peru in the 16th century)
tarchanoff phenomenon	NN	1	00860011	a change in the electrical properties of the skin in response to stress or anxiety; can be measured either by recording the electrical resistance of the skin or by recording weak currents generated by the body
chimney	NN	1	03017428	a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof of a building
keogh plan	NN	1	05912243	a tax-deferred pension plan for employees of unincorporated businesses or for self-employed persons
continental slope	NN	1	09255343	the steep descent of the seabed from the continental shelf to the abyssal zone
devonshire cream	NN	1	07847453	thick cream made from scalded milk
mangold-wurzel	NN	1	11832899	beet with a large yellowish root; grown chiefly as cattle feed
host	VB	1	01194418	be the host of or for; "We hosted 4 couples last night"
catholic	NN	1	09679925	a member of a Catholic church
home fries	NN	1	07711232	sliced pieces of potato fried in a pan until brown and crisp
genus bouteloua	NN	1	12111882	forage grasses
testis	NN	1	05524615	one of the two male reproductive glands that produce spermatozoa and secrete androgens; "she kicked him in the balls and got away"
fire	NN	1	07302836	the event of something burning (often destructive); "they lost everything in the fire"
joe clark	NN	1	10898549	Canadian politician who served as prime minister (1939-)
exculpatory	JJ	1	00923321	clearing of guilt or blame
eating apple	NN	1	07739506	an apple used primarily for eating raw without cooking
st. peter the apostle	NN	1	11231157	disciple of Jesus and leader of the Apostles; regarded by Catholics as the vicar of Christ on earth and first Pope
tangshan	NN	1	08728749	an industrial city of northeastern China in Hebei province
level crossing	NN	1	03659122	intersection of a railway and a road on the same level; barriers close road when trains pass
wealthy man	NN	1	10292052	a man who is wealthy
monrovia	NN	1	08959495	the capital and chief port and largest city of Liberia
principe	NN	1	08993144	an island in the Gulf of Guinea that is part of Sao Tome and Principe
television system	NN	1	04404412	a telecommunication system that transmits images of objects (stationary or moving) between distant points
parcel	VB	1	02469085	divide into parts; "The developers parceled the land"
chlorinate	VB	1	00186567	treat or combine with chlorine; "chlorinated water"
anencephaly	NN	1	14152617	a defect in brain development resulting in small or missing brain hemispheres
crack	VB	1	00336260	become fractured; break or crack on the surface only; "The glass cracked when it was heated"
asthmatic	NN	1	09817536	a person suffering from asthma; "she is a chronic asthmatic"; "the painful gasps of a dying asthmatic"
tilia americana	NN	1	12203529	large American shade tree with large dark green leaves and rounded crown
croft	NN	1	03134015	a small farm worked by a crofter
renewal	NN	1	00269018	the conversion of wasteland into land suitable for use of habitation or cultivation
orrisroot	NN	1	12412987	fragrant rootstock of various irises especially Florentine iris; used in perfumes and medicines
antifeminist	NN	1	09912243	someone who does not believe in the social or economic or political equality of men and women
toyon	NN	1	12633061	ornamental evergreen treelike shrub of the Pacific coast of the United States having large white flowers and red berrylike fruits; often placed in genus Photinia
resident	NN	1	10523519	someone who lives at a particular place for a prolonged period or who was born there
allotment	NN	1	13289467	a share set aside for a specific purpose
overstatement	NN	1	06758835	making to seem more important than it really is
asahikawa	NN	1	08923177	a city on western Hokkaido that is the center of a fertile agricultural area
libation	NN	1	07885937	(facetious) a serving of an alcoholic beverage
wardership	NN	1	00605909	the position of warder
family enterobacteriaceae	NN	1	01367430	a large family of Gram-negative rod-shaped bacteria of the order Eubacteriales
miscegenate	VB	1	02739121	marry or cohabit with a person of another race
survivor	NN	1	10681194	one who lives through affliction; "the survivors of the fire were taken to a hospital"
trojan	NN	1	09750524	a native of ancient Troy
iron age	NN	1	15231765	(archeology) the period following the Bronze Age; characterized by rapid spread of iron tools and weapons
stictopelia	NN	1	01813811	a genus of Columbidae
marching music	NN	1	07058296	genre of music written for marching; "Sousa wrote the best marches"
tanacetum coccineum	NN	1	12022054	spring-flowering garden perennial of Asiatic origin having finely divided aromatic leaves and white to pink-purple flowers; source of an insecticide; sometimes placed in genus Chrysanthemum
poliovirus vaccine	NN	1	03978130	vaccine prepared from poliovirus to provide immunity to poliomyelitis
telephone set	NN	1	04401088	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds; "I talked to him on the telephone"
turakoo	NN	1	01825278	large brightly crested bird of Africa
pastinaca sativa	NN	1	12941536	a strong-scented plant cultivated for its edible root
chetah	NN	1	02130308	long-legged spotted cat of Africa and southwestern Asia having nonretractile claws; the swiftest mammal; can be trained to run down game
believe	VB	1	00683280	accept as true; take to be true; "I believed his report"; "We didn't believe his stories from the War"; "She believes in spirits"
shannon	NN	1	11295619	United States electrical engineer who pioneered mathematical communication theory (1916-2001)
biographer	NN	1	09855433	someone who writes an account of a person's life
venezuela	NN	1	09161803	a republic in northern South America on the Caribbean; achieved independence from Spain in 1811; rich in oil
holly fern	NN	1	13199970	any of various ferns of the genus Polystichum having fronds with texture and gloss like holly
genus ursinia	NN	1	12029929	genus of South African herbs and shrubs cultivated as ornamentals
unexchangeability	NN	1	04740864	the quality of being incapable of exchange or interchange
dissenting opinion	NN	1	06552320	an opinion that disagrees with the court's disposition of the case
gallbladder	NN	1	05385161	a muscular sac attached to the liver that stores bile (secreted by the liver) until it is needed for digestion
nitrification	NN	1	13521873	the chemical process in which a nitro group is added to an organic compound (or substituted for another group in an organic compound)
awake	JJ	1	00186616	not in a state of sleep; completely conscious; "lay awake thinking about his new job"; "still not fully awake"
restriction	NN	1	05846355	a principle that limits the extent of something; "I am willing to accept certain restrictions on my movements"
oesophagogastric junction	NN	1	05571341	the junction between the esophagus and the stomach epithelium
queen of england	NN	1	10499631	the sovereign ruler of England
reprint	VB	1	01736098	print anew; "They never reprinted the famous treatise"
president harrison	NN	1	11031668	23rd President of the United States (1833-1901)
blenheim	NN	1	01271915	the First Duke of Marlborough and Prince Eugene of Savoy defeated the French in 1704 during the War of the Spanish Succession
call girl	NN	1	09889065	a female prostitute who can be hired by telephone
digitization	NN	1	05803212	conversion of analog information into digital information
matrimonial	JJ	1	02852920	of or relating to the state of marriage; "marital status"; "marital fidelity"; "married bliss"
keratin	NN	1	14732472	a fibrous scleroprotein that occurs in the outer layer of the skin and in horny tissues such as hair, feathers, nails, and hooves
maleficent	JJ	1	00224166	harmful or evil in intent or effect
lonas	NN	1	11992674	one species: yellow ageratum
soothe	VB	1	01814815	give moral or emotional strength to
upsurge	NN	1	07440240	a sudden forceful flow
feature film	NN	1	06615026	the principal (full-length) film in a program at a movie theater; "the feature tonight is `Casablanca'"
genus cynodon	NN	1	12115563	creeping perennial grasses of tropical and southern Africa
cult	NN	1	08151490	followers of an exclusive system of religious beliefs and practices
platanus wrightii	NN	1	12808007	medium-sized tree of Arizona and adjacent regions having deeply lobed leaves and collective fruits in groups of 3 to 5
shift	NN	1	07444668	an event in which something is displaced without rotation
parent	NN	1	10399491	a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian
hirsutism	NN	1	04683600	excessive hairiness
verticalness	NN	1	05079638	position at right angles to the horizon
safety deposit box	NN	1	04125257	a fireproof metal strongbox (usually in a bank) for storing valuables
curve ball	NN	1	00107875	a pitch of a baseball that is thrown with spin so that its path curves as it approaches the batter
states' rights	NN	1	06185581	a doctrine that federal powers should be curtailed and returned to the individual states
pray	VB	1	00759944	address a deity, a prophet, a saint or an object of worship; say a prayer; "pray to the Lord"
audience	NN	1	08221897	a gathering of spectators or listeners at a (usually public) performance; "the audience applauded"; "someone in the audience began to cough"
schmooze	NN	1	07134850	an informal conversation
cobra	NN	1	01747885	venomous Asiatic and African elapid snakes that can expand the skin of the neck into a hood
slake	VB	1	01204021	satisfy (thirst); "The cold water quenched his thirst"
xiphosurus polyphemus	NN	1	01787835	large marine arthropod of the Atlantic coast of North America having a domed carapace that is shaped like a horseshoe and a stiff pointed tail; a living fossil related to the wood louse
actuator	NN	1	02678384	a mechanism that puts something into automatic action
desertion	NN	1	00055315	withdrawing support or help despite allegiance or responsibility; "his abandonment of his wife and children left them penniless"
homeland security	NN	1	08134807	the federal department that administers all matters relating to homeland security
gift	NN	1	13265011	something acquired without compensation
benzyl radical	NN	1	14622623	the univalent radical derived from toluene
mint family	NN	1	12838027	a large family of aromatic herbs and shrubs having flowers resembling the lips of a mouth and four-lobed ovaries yielding four one-seeded nutlets and including mint; thyme; sage; rosemary
odocoileus hemionus	NN	1	02432511	long-eared deer of western North America with two-pronged antlers
disturbance of the peace	NN	1	00771713	any act of molesting, interrupting, hindering, agitating, or arousing from a state of repose or otherwise depriving inhabitants of the peace and quiet to which they are entitled
electioneer	VB	1	02414473	work actively for a political candidate or a party; "My neighbors are busy electioneering during the Presidential election campaign"
pharos	NN	1	02814860	a tower with a light that gives warning of shoals to passing ships
singe	NN	1	14289942	a surface burn
lycaena	NN	1	02281987	type genus of the Lycaenidae; small slender butterflies with upper surface of wings usually metallic blue or green or copper
teashop	NN	1	04398497	a restaurant where tea and light meals are available
gumwood	NN	1	12334520	wood or lumber from any of various gum trees especially the sweet gum
dieter	NN	1	10012377	a person who diets
arbor	NN	1	13107891	tree (as opposed to shrub)
oregon	NN	1	09133010	a state in northwestern United States on the Pacific
decisive factor	NN	1	05692758	a point or fact or remark that settles something conclusively
withdrawnness	NN	1	04656996	a disposition to be distant and unsympathetic in manner
danish	NN	1	06954048	a Scandinavian language that is the official language of Denmark
genus erigeron	NN	1	11965378	cosmopolitan genus of usually perennial herbs with flowers that resemble asters; leaves occasionally (especially formerly) used medicinally
limulidae	NN	1	01787546	horseshoe crabs
desalt	VB	1	00531904	remove salt from; "desalinate water"
sabre	NN	1	04121511	a fencing sword with a v-shaped blade and a slightly curved handle
yellow turnip	NN	1	07736087	the large yellow root of a rutabaga plant used as food
perilymph	NN	1	05322247	the bodily fluid that fills the space between the bony labyrinth and the membranous labyrinth of the inner ear
belly out	VB	1	00257535	swell out or bulge out
protoheme	NN	1	15024997	a complex red organic pigment containing iron and other atoms to which oxygen binds
hellene	NN	1	09710164	a native or inhabitant of Greece
sciaena aquila	NN	1	02596252	large European marine food fish
genus cydonia	NN	1	12628872	quince
pampas	NN	1	08713655	the vast grassy plains of northern Argentina
turpentine	NN	1	14897369	obtained from conifers (especially pines)
nutrient	NN	1	00021265	any substance that can be metabolized by an animal to give energy and build tissue
udder	NN	1	02370360	mammary gland of bovids (cows and sheep and goats)
sniper rifle	NN	1	04250224	an extremely powerful rifle developed for the military; capable of destroying light armored vehicles and aircraft more than a mile away
unclearness	NN	1	04823866	incomprehensibility as a result of not being clear
piston chamber	NN	1	03156405	a chamber within which piston moves
haemulidae	NN	1	02588108	grunts
kenogenesis	NN	1	13444940	introduction during embryonic development of characters or structure not present in the earlier evolutionary history of the strain or species (such as the addition of the placenta in mammalian evolution)
pocketknife	NN	1	03973628	a knife with a blade that folds into the handle; suitable for carrying in the pocket
division	NN	1	08213205	an army unit large enough to sustain combat; "two infantry divisions were held in reserve"
wisteria	NN	1	12580457	any flowering vine of the genus Wisteria
angelical	JJ	1	02870663	of or relating to angels; "angelic messenger"
homarus	NN	1	01983277	type genus of the family Homaridae: common edible lobsters
musk mallow	NN	1	12172481	bushy herb of tropical Asia grown for its yellow or pink to scarlet blooms that resemble the hibiscus
podophyllum	NN	1	11699915	perennial rhizomatous herbs
dracaena	NN	1	12479537	an agave that is often cultivated for its decorative foliage
finger-paint	VB	1	01681048	apply colors with one's fingers
family artamidae	NN	1	01596761	wood swallows
fright	NN	1	07519253	an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)
white-tailed sea eagle	NN	1	01615458	bulky greyish-brown eagle with a short wedge-shaped white tail; of Europe and Greenland
script	VB	1	01756719	write a script for; "The playwright scripted the movie"
hydrocarbon	NN	1	14911057	an organic compound containing only carbon and hydrogen
decimal fraction	NN	1	13736197	a proper fraction whose denominator is a power of 10
fire iron	NN	1	03346135	metal fireside implements
interaction	NN	1	00039021	a mutual or reciprocal action; interacting
shower stall	NN	1	04209613	booth for washing yourself, usually in a bathroom
shake	VB	1	01889610	move or cause to move back and forth; "The chemist shook the flask vigorously"; "My hands were shaking"
tailor	NN	1	10689564	a person whose occupation is making and altering garments
peace garden state	NN	1	09129442	a state of north central United States bordering on Canada
arhus	NN	1	08762104	port city of Denmark in eastern Jutland
genus dolichonyx	NN	1	01573775	bobolinks
indecorum	NN	1	04902470	a lack of decorum
subtitle	NN	1	06347588	translation of foreign dialogue of a movie or TV program; usually displayed at the bottom of the screen
tarsus	NN	1	05594822	the part of the foot of a vertebrate between the metatarsus and the leg; in human beings the bones of the ankle and heel collectively
national liberation front of corsica	NN	1	08036005	a terrorist group formed in 1976 to work for Corsican independence; attacks on Corsica are aimed at sabotaging public infrastructure and symbols of colonialism
medical care	NN	1	00657604	professional treatment for illness or injury
lake leman	NN	1	09331328	a lake between southwestern Switzerland and France that is crossed from east to west by the Rhone
due process of law	NN	1	01181475	(law) the administration of justice according to established rules and principles; based on the principle that a person cannot be deprived of life or liberty or property without appropriate legal procedures and safeguards
communism	NN	1	08365855	a form of socialism that abolishes private ownership
home movie	NN	1	06615458	a film made at home by an amateur photographer
technology administration	NN	1	08130712	an agency in the Department of Commerce that works with United States industries to promote competitiveness and maximize the impact of technology on economic growth
protective	JJ	1	01887076	intended or adapted to afford protection of some kind; "a protective covering"; "the use of protective masks and equipment"; "protective coatings"; "kept the drunken sailor in protective custody"; "animals with protective coloring"; "protective tariffs"
unguiculata	NN	1	02371125	in former classifications a major division of Mammalia comprising mammals with nails or claws; distinguished from hoofed mammals and cetaceans
horseman	NN	1	10185793	a man skilled in equitation
hoe	NN	1	03524574	a tool with a flat blade attached at right angles to a long handle
postural	JJ	1	03101667	of or relating to or involving posture; "postural exercises"
trading post	NN	1	03119203	a retail store serving a sparsely populated region; usually stocked with a wide variety of merchandise
molding	NN	1	00909899	the act of creating something by casting it in a mold
microgram	NN	1	13722929	one millionth (1/1,000,000) gram
gavidae	NN	1	02048832	loon family
cocked hat	NN	1	03061050	hat with opposing brims turned up and caught together to form points
hominid	NN	1	02471762	a primate of the family Hominidae
genus cimicifuga	NN	1	11728350	small genus of perennial herbs of north temperate regions: bugbane
procardia	NN	1	03824014	calcium blocker (trade name Procardia); appears to increase the risk of recurrent heart attacks
tilia tomentosa	NN	1	12204175	large tree native to eastern Europe and Asia Minor having leaves with white tomentum on the under side; widely cultivated as an ornamental
rapist	NN	1	10507230	someone who forces another to have sexual intercourse
carom	VB	1	01892849	rebound after hitting; "The car caromed off several lampposts"
astragalar	JJ	1	02646072	of or relating to the anklebone
stripes	NN	1	07269552	V-shaped sleeve badge indicating military rank and service; "they earned their stripes in Kuwait"
disassortative mating	NN	1	00847932	mating of individuals having traits more dissimilar than likely in random mating
family aleyrodidae	NN	1	02246284	whiteflies
suborder anthropoidea	NN	1	02470451	monkeys; apes; hominids
plaintiff in error	NN	1	09800469	the party who appeals a decision of a lower court
populist	NN	1	10002031	an advocate of democratic principles
genus cucurbita	NN	1	12158148	type genus of the Cucurbitaceae
liparididae	NN	1	02646985	snailfishes
al-muhajiroun	NN	1	08013453	a hard-line extremist Islamic group in Great Britain who support bin Laden and other terrorist groups
chaplain	NN	1	09908508	a clergyman ministering to some institution
last mile	NN	1	00291286	the last walk of a condemned person to the execution place   give out or emit (also metaphorically); "The room effuses happiness"
attainment	NN	1	00062806	the act of achieving an aim; "the attainment of independence"
protology	NN	1	06248693	the study of origins and first things; "To Christians, protology refers to God's fundamental purpose for humanity"
tonal pattern	NN	1	05711915	the perception of pleasant arrangements of musical notes
suture	NN	1	05542893	an immovable joint (especially between the bones of the skull)
wordbook	NN	1	06418693	a reference book containing words (usually with their meanings)
negroid race	NN	1	09636890	a dark-skinned race
equivalent weight	NN	1	05026508	the atomic weight of an element that has the same combining capacity as a given weight of another element; the standard is 8 for oxygen
genus antilocapra	NN	1	02429276	type and sole genus of the Antilocapridae comprising one species
extraction	NN	1	13478525	the process of obtaining something from a mixture or compound by chemical or physical or mechanical means
genus ascaris	NN	1	01930672	type genus of the family Ascaridae: roundworms with a three-lipped mouth
thysanopterous insect	NN	1	02271570	an insect of the order Thysanoptera
viagra	NN	1	04218383	virility drug (trade name Viagra) used to treat erectile dysfunction in men
senecio cineraria	NN	1	12011620	stiff much-branched perennial of the Mediterranean region having very white woolly stems and leaves
metric grain	NN	1	13723304	a weight unit used for pearls or diamonds: 50 mg or 1/4 carat
warrant	NN	1	06547059	a writ from a court commanding police to perform specified acts
chlorinated lime	NN	1	14780850	a white powder comprised of calcium hydroxide and chloride and hypochlorite and used to bleach and/or disinfect
depreciation	NN	1	00364600	a decrease in price or value; "depreciation of the dollar against the yen"
fragmentation	NN	1	00388210	separating something into fine particles
encompass	VB	1	02629793	include in scope; include as part of something broader; have as one's sphere or territory; "This group encompasses a wide range of people from different backgrounds"; "this should cover everyone in the group"
white meat	NN	1	07648408	meat carved from the breast of a fowl
twelve noon	NN	1	15165490	the middle of the day
garnish	NN	1	07621618	something (such as parsley) added to a dish for flavor or decoration
tsa	NN	1	08144308	an agency established in 2001 to safeguard United States transportation systems and insure safe air travel
genus callophis	NN	1	01746565	Asian coral snakes
war machine	NN	1	08199025	the military forces of a nation; "their military is the largest in the region"; "the military machine is the same one we faced in 1991 but now it is weaker"
inquisitiveness	NN	1	05683197	a state of active curiosity
thylacinus	NN	1	01884348	Tasmanian wolf
wood lily	NN	1	12468243	any liliaceous plant of the genus Trillium having a whorl of three leaves at the top of the stem with a single three-petaled flower
fairy shrimp	NN	1	01995514	small freshwater branchiopod having a transparent body with many appendages; swims on its back
uttermost	NN	1	05124928	the greatest possible degree; "he tried his utmost"
life insurance	NN	1	13347237	insurance paid to named beneficiaries when the insured person dies; "in England they call life insurance life assurance"
preen	VB	1	01392080	clean with one's bill; "The birds preened"
george i	NN	1	10994906	Elector of Hanover and the first Hanoverian King of Great Britain and Ireland from 1714 to 1727 (1660-1727)
genus ancylus	NN	1	01949817	type genus of the family Ancylidae: river limpet   transport in a chariot
acoustics	NN	1	06094774	the study of the physical properties of sound
base rate	NN	1	13319726	the interest rate set by the Bank of England for lending to other banks
genus borago	NN	1	12816359	perennial herbs of the Mediterranean region
poi	NN	1	07874531	Hawaiian dish of taro root pounded to a paste and often allowed to ferment
family cracticidae	NN	1	01582625	Australian birds formerly included in the family Laniidae
nauclea	NN	1	12668732	small genus of evergreen tropical shrubs or trees with smooth leathery leaves
ectomorph	NN	1	10044682	a person with a thin body
polyvalency	NN	1	14570330	(chemistry) the state of having a valence greater than two
impressionistic	JJ	1	02747667	of or relating to or based on an impression rather than on facts or reasoning; "a surprisingly impressionistic review bearing marks of hasty composition"; "she had impressionistic memories of her childhood"
scaphiopus	NN	1	01648993	New World spadefoot toads
hairdressing	NN	1	03475823	a toiletry for the hair
tragopogon pratensis	NN	1	12027658	weedy European annual with yellow flowers; naturalized in United States
party favour	NN	1	03894762	souvenir consisting of a small gift given to a guest at a party
sudra	NN	1	10594284	a member of the lowest or worker Hindu caste
buffalo	NN	1	02410702	large shaggy-haired brown bison of North American plains
guiltiness	NN	1	13990675	the state of having committed an offense
genus boselaphus	NN	1	02425393	Indian antelopes: nilgais
weak spot	NN	1	05042283	a place of especial vulnerability
polisher	NN	1	02911332	a power tool used to buff surfaces
process	NN	1	01023820	a particular course of action intended to achieve a result; "the procedure of obtaining a driver's license"; "it was a process of trial and error"
poor rates	NN	1	13315077	a local tax for the relief of the poor
incubator	NN	1	03567066	apparatus consisting of a box designed to maintain a constant temperature by the use of a thermostat; used for chicks or premature infants
trade union movement	NN	1	08472890	an organized attempt by workers to improve their status by united action (particularly via labor unions) or the leaders of this movement
intimate	VB	1	00927711	give to understand; "I insinuated that I did not like his wife"
genus carduelis	NN	1	01530846	in some classifications considered the type genus of a subfamily Carduelinae of the family Fringillidae: goldfinches; siskins; redpolls; linnets
trinidad and tobago	NN	1	08756202	an island republic in the West Indies off the northeastern coast of Venezuela; achieved independence from the United Kingdom in 1962
william howard taft	NN	1	11328714	27th President of the United States and later chief justice of the United States Supreme Court (1857-1930)
scarlet runner bean	NN	1	12557681	tropical American bean with red flowers and mottled black beans similar to Phaseolus vulgaris but perennial; a preferred food bean in Great Britain
shirt	VB	1	00049007	put a shirt on
genus elephantopus	NN	1	11962853	perennial American herb
william frederick cody	NN	1	10904270	United States showman famous for his Wild West Show (1846-1917)
curia	NN	1	08085648	(Roman Catholic Church) the central administration governing the Roman Catholic Church
curdle	VB	1	00457770	turn into curds; "curdled milk"
defense reaction	NN	1	13459322	(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires
thoughtfulness	NN	1	05785508	a calm, lengthy, intent consideration
mother board	NN	1	03125057	the main circuit board for a computer
nevus	NN	1	04692638	a blemish on the skin that is formed before birth
pulling	NN	1	00114431	the act of pulling; applying force to move something toward or with you; "the pull up the hill had him breathing harder"; "his strenuous pulling strained his back"
shareware	NN	1	06587596	software that is available free of charge; may be distributed for evaluation with a fee requested for additional features or a manual etc.
sheet glass	NN	1	03961070	glass formed into large thin sheets
chickenshit	NN	1	06611856	a false statement that is considered to indicate timidity or fear
laugh loudly	VB	1	00031540	laugh boisterously
family erinaceidae	NN	1	01893535	true hedgehogs
vetch	NN	1	12575322	any of various climbing plants of the genus Vicia having pinnately compound leaves that terminate in tendrils and small variously colored flowers; includes valuable forage and soil-building plants
positive stimulus	NN	1	05829342	a stimulus with desirable consequences
lagodon	NN	1	02592244	a genus of Sparidae
penury	NN	1	14493716	a state of extreme poverty or destitution; "their indigence appalled him"; "a general state of need exists among the homeless"
tweediness	NN	1	04948722	looseness or roughness in texture (as of cloth)
pacifist	NN	1	10390199	someone opposed to violence as a means of settling disputes
fire watcher	NN	1	10092299	(during World War II in Britain) someone whose duty was to watch for fires caused by bombs dropped from the air
leipzig	NN	1	08771116	a city in southeastern Germany famous for fairs; formerly a music and publishing center
suit of armour	NN	1	02862048	armor that protects the wearer's whole body
